FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.486766,486766,POINT (16.40735994364949 48.1370599694003),Johann-Friedl-Gasse,Johann-Friedl-Gasse,N17,600,13,
OEFFHALTESTOGD.486767,486767,POINT (16.41202368748168 48.13592791307645),Unterlaaer Straße,Unterlaaer Straße,N17,1411,13,
OEFFHALTESTOGD.486768,486768,POINT (16.414487771104348 48.134535095957666),Sebastianbrücke,Sebastianbrücke,N17,794,13,
OEFFHALTESTOGD.486769,486769,POINT (16.41424068399446 48.132910809255456),Unterlaa,Unterlaa,N17,1409,13,
OEFFHALTESTOGD.486770,486770,POINT (16.390354906874858 48.21858931380241),Praterstern,Praterstern,N81,1040,13,
OEFFHALTESTOGD.486771,486771,POINT (16.392145600635306 48.216771835940555),Praterstern,Praterstern,N81,1040,13,
OEFFHALTESTOGD.486772,486772,POINT (16.397449680745723 48.21794946345702),Venedigerau,Venedigerau,N81,1421,13,
OEFFHALTESTOGD.486773,486773,POINT (16.401739449631517 48.217927936447566),Perspektivstraße,Perspektivstraße,N81,1009,13,
OEFFHALTESTOGD.486774,486774,POINT (16.400679943335035 48.217930959831115),Perspektivstraße,Perspektivstraße,N81,1009,13,
OEFFHALTESTOGD.486775,486775,POINT (16.40679632996694 48.217924939581195),Messe-Prater,Messe-Prater,N81,1892,13,
OEFFHALTESTOGD.486776,486776,POINT (16.40595605237853 48.21792545296457),Messe-Prater,Messe-Prater,N81,1892,13,
OEFFHALTESTOGD.486777,486777,POINT (16.411828663339477 48.21768582759435),Elderschplatz,Elderschplatz,N81,274,13,
OEFFHALTESTOGD.486778,486778,POINT (16.412596261041234 48.21771482096278),Elderschplatz,Elderschplatz,N81,274,13,
OEFFHALTESTOGD.486779,486779,POINT (16.41535145012132 48.21576615371996),Sturgasse,Sturgasse,N81,974,13,
OEFFHALTESTOGD.486780,486780,POINT (16.414384456973593 48.21645043646883),Sturgasse,Sturgasse,N81,974,13,
OEFFHALTESTOGD.486781,486781,POINT (16.418311900813315 48.213667949936266),Pensionisten-Wohnhaus Prater,Pensionisten-Wohnhaus Prater,N81,733,13,
OEFFHALTESTOGD.486782,486782,POINT (16.426628102715554 48.20885701706141),Marathonweg,Marathonweg,N81,1895,13,
OEFFHALTESTOGD.486783,486783,POINT (16.427098714953406 48.2085073355007),Marathonweg,Marathonweg,N81,1895,13,
OEFFHALTESTOGD.486844,486844,POINT (16.321604920555462 48.14837446349059),Rossakgasse,Rossakgasse,N64,1117,13,
OEFFHALTESTOGD.486845,486845,POINT (16.321777858786938 48.147782473313285),Rossakgasse,Rossakgasse,N64,1117,13,
OEFFHALTESTOGD.486846,486846,POINT (16.322855439618987 48.14403766656486),Goldhammergasse,Goldhammergasse,N64,413,13,
OEFFHALTESTOGD.486928,486928,POINT (16.35416516935487 48.23261671426298),Glatzgasse,Glatzgasse,N36,405,12,
OEFFHALTESTOGD.486929,486929,POINT (16.353014037414834 48.23150665819563),Nußdorfer Straße,Nußdorfer Straße,"N35, N36",950,12,
OEFFHALTESTOGD.486930,486930,POINT (16.355328676643687 48.23238959102987),Liechtenwerder Platz,Liechtenwerder Platz,"N35, N36",786,12,
OEFFHALTESTOGD.486931,486931,POINT (16.287140988201013 48.19151650375845),Unter Sankt Veit,Unter Sankt Veit,N54,1404,12,
OEFFHALTESTOGD.486932,486932,POINT (16.294402579466105 48.192292810623904),Weinzirlgasse,Weinzirlgasse,N54,1847,12,
OEFFHALTESTOGD.486933,486933,POINT (16.289664369358743 48.18713317650482),Fichtnergasse,Fichtnergasse,N54,330,12,
OEFFHALTESTOGD.486934,486934,POINT (16.294502417985758 48.18695415529574),Wenzgasse,Wenzgasse,N54,1466,12,
OEFFHALTESTOGD.486935,486935,POINT (16.299021787529554 48.186401989302944),Dommayergasse,Dommayergasse,N54,233,12,
OEFFHALTESTOGD.486936,486936,POINT (16.30402819276647 48.18841099014939),Hietzing U,Hietzing U,N54,520,12,
OEFFHALTESTOGD.486937,486937,POINT (16.30836026935027 48.18960028407831),Phillipsgasse,Phillipsgasse,N54,1846,12,
OEFFHALTESTOGD.486938,486938,POINT (16.31579802011846 48.19033910951831),Penzinger Straße,Penzinger Straße,N54,1005,12,
OEFFHALTESTOGD.486939,486939,POINT (16.323344188187292 48.19042379066144),"Rudolfsheim, Anschützgasse","Rudolfsheim, Anschützgasse",N54,67,12,
OEFFHALTESTOGD.486940,486940,POINT (16.327087872229974 48.191283858322535),Rustengasse,Rustengasse,N54,1132,12,
OEFFHALTESTOGD.486941,486941,POINT (16.327886727694526 48.19133999398641),Rustengasse,Rustengasse,N54,1132,12,
OEFFHALTESTOGD.486942,486942,POINT (16.33198139066709 48.19175073306004),"Mariahilfer Straße, Geibelgasse","Mariahilfer Straße, Geibelgasse",N54,834,12,
OEFFHALTESTOGD.486943,486943,POINT (16.334696087555614 48.19383377197906),Staglgasse,Staglgasse,N54,1306,12,
OEFFHALTESTOGD.486944,486944,POINT (16.33576720733391 48.19445851661401),Staglgasse,Staglgasse,N54,1306,12,
OEFFHALTESTOGD.486945,486945,POINT (16.338706514574152 48.195547084184554),"Westbahnhof S U, Gerstnerstraße","Westbahnhof S U, Gerstnerstraße",N54,1566,12,
OEFFHALTESTOGD.486946,486946,POINT (16.33962331302205 48.196847431071966),Westbahnhof,Westbahnhof,N54,1468,12,
OEFFHALTESTOGD.486947,486947,POINT (16.264316658841153 48.15188108457696),Valentingasse,Valentingasse,N61,1417,12,
OEFFHALTESTOGD.486948,486948,POINT (16.26847643662249 48.15063162266303),Maurer Hauptplatz,Maurer Hauptplatz,N61,854,12,
OEFFHALTESTOGD.486949,486949,POINT (16.259147494200608 48.14908425766287),Kaserngasse,Kaserngasse,N61,661,12,
OEFFHALTESTOGD.486950,486950,POINT (16.259241256099095 48.149331992690605),Kaserngasse,Kaserngasse,N61,661,12,
OEFFHALTESTOGD.486951,486951,POINT (16.258130357432638 48.14494248473143),Lindauergasse,Lindauergasse,N61,799,12,
OEFFHALTESTOGD.486952,486952,POINT (16.259016982523725 48.14497607232056),Lindauergasse,Lindauergasse,N61,799,12,
OEFFHALTESTOGD.486953,486953,POINT (16.262038491080418 48.144522572439705),Maurer Berg,Maurer Berg,N61,852,12,
OEFFHALTESTOGD.486954,486954,POINT (16.262203220525333 48.14422899441227),Maurer Berg,Maurer Berg,N61,852,12,
OEFFHALTESTOGD.486955,486955,POINT (16.261608787194795 48.143041788732496),Rudolf-Waisenhorn-Gasse,Rudolf-Waisenhorn-Gasse,N61,1127,12,
OEFFHALTESTOGD.486956,486956,POINT (16.260197524130632 48.138838183582926),Rodauner Straße,Rodauner Straße,N61,1107,12,
OEFFHALTESTOGD.486957,486957,POINT (16.257742724412996 48.13752085613066),"Willergasse, Liesingbrücke","Willergasse, Liesingbrücke",N61,198,12,
OEFFHALTESTOGD.486958,486958,POINT (16.257643194375984 48.1368750516251),"Willergasse, Liesingbrücke","Willergasse, Liesingbrücke",N61,198,12,
OEFFHALTESTOGD.486959,486959,POINT (16.257172834093318 48.13396511290428),Willergasse/Schule,Willergasse/Schule,N61,1492,12,
OEFFHALTESTOGD.486960,486960,POINT (16.261334352981173 48.134242402040506),Rodaun,Rodaun,N61,1105,12,
OEFFHALTESTOGD.486961,486961,POINT (16.261694009860232 48.13346408588359),Rodaun,Rodaun,N61,1105,12,
OEFFHALTESTOGD.486962,486962,POINT (16.262358761233223 48.13581115302822),Maireckergasse,Maireckergasse,N61,823,12,
OEFFHALTESTOGD.486963,486963,POINT (16.381805329122937 48.15268759949905),Alaudagasse,Alaudagasse,N17,14,12,
OEFFHALTESTOGD.486964,486964,POINT (16.3899678537086 48.14047394870317),Kurt-Tichy-Gasse,Kurt-Tichy-Gasse,N17,1538,12,
OEFFHALTESTOGD.486965,486965,POINT (16.392348616392177 48.1395472768744),Grundäckergasse,Grundäckergasse,N17,1721,12,
OEFFHALTESTOGD.486966,486966,POINT (16.393992000228206 48.13891652187296),Hämmerlegasse,Hämmerlegasse,N17,565,12,
OEFFHALTESTOGD.486967,486967,POINT (16.39467655987692 48.13869479634468),Hämmerlegasse,Hämmerlegasse,N17,565,12,
OEFFHALTESTOGD.486968,486968,POINT (16.397024955804852 48.13818140608673),Bischofgasse,Bischofgasse,N17,143,12,
OEFFHALTESTOGD.486969,486969,POINT (16.39781561353554 48.13806521875296),Bischofgasse,Bischofgasse,N17,143,12,
OEFFHALTESTOGD.486970,486970,POINT (16.399263302682833 48.13798443705665),Leopoldsdorfer Straße,Leopoldsdorfer Straße,N17,776,12,
OEFFHALTESTOGD.486971,486971,POINT (16.399921484293294 48.13798157622027),Leopoldsdorfer Straße,Leopoldsdorfer Straße,N17,776,12,
OEFFHALTESTOGD.486972,486972,POINT (16.404168077866043 48.13751276036463),Oberlaaer Platz,Oberlaaer Platz,N17,970,12,
OEFFHALTESTOGD.486973,486973,POINT (16.40735994364949 48.1370599694003),Johann-Friedl-Gasse,Johann-Friedl-Gasse,N17,600,12,
OEFFHALTESTOGD.486974,486974,POINT (16.41202368748168 48.13592791307645),Unterlaaer Straße,Unterlaaer Straße,N17,1411,12,
OEFFHALTESTOGD.486975,486975,POINT (16.414487771104348 48.134535095957666),Sebastianbrücke,Sebastianbrücke,N17,794,12,
OEFFHALTESTOGD.486976,486976,POINT (16.41424068399446 48.132910809255456),Unterlaa,Unterlaa,N17,1409,12,
OEFFHALTESTOGD.486977,486977,POINT (16.262984964322907 48.135836208504024),Maireckergasse,Maireckergasse,N61,823,12,
OEFFHALTESTOGD.486978,486978,POINT (16.266462804765137 48.13590394243418),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,N61,637,12,
OEFFHALTESTOGD.486979,486979,POINT (16.26707030914571 48.135914637033395),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,N61,637,12,
OEFFHALTESTOGD.486980,486980,POINT (16.27231958604554 48.13599433961866),Pumgasse,Pumgasse,N61,1053,12,
OEFFHALTESTOGD.486981,486981,POINT (16.27555887337084 48.13680828226043),Korbgasse,Korbgasse,N61,707,12,
OEFFHALTESTOGD.486982,486982,POINT (16.27438347687554 48.137004474057214),Korbgasse,Korbgasse,N61,707,12,
OEFFHALTESTOGD.486983,486983,POINT (16.277057980135545 48.136765257848886),Fabergasse,Fabergasse,N61,875,12,
OEFFHALTESTOGD.486984,486984,POINT (16.278197029791883 48.13598481612077),Löwenthalgasse,Löwenthalgasse,N61,807,12,
OEFFHALTESTOGD.486985,486985,POINT (16.28330616479354 48.134866918941),Liesing,Liesing,N61,788,12,
OEFFHALTESTOGD.486986,486986,POINT (16.53219923487422 48.249380737013006),Neuessling,Neuessling,N24,924,12,
OEFFHALTESTOGD.486987,486987,POINT (16.52512896379521 48.249852095306125),Agrarweg,Agrarweg,N24,1378,12,
OEFFHALTESTOGD.486988,486988,POINT (16.525634576156893 48.249788691441566),Agrarweg,Agrarweg,N24,1378,12,
OEFFHALTESTOGD.486989,486989,POINT (16.506972778257705 48.25108531843188),Agavenweg,Agavenweg,N24,9,12,
OEFFHALTESTOGD.486990,486990,POINT (16.497220444938165 48.25117289178462),Breitenlee Ort,Breitenlee Ort,N24,165,12,
OEFFHALTESTOGD.486991,486991,POINT (16.497954621169118 48.25123013566285),Breitenlee Ort,Breitenlee Ort,N24,165,12,
OEFFHALTESTOGD.486992,486992,POINT (16.492885590967678 48.25115665001904),Breitenlee Friedhof,Breitenlee Friedhof,N24,164,12,
OEFFHALTESTOGD.486993,486993,POINT (16.492378373328904 48.25114486235149),Breitenlee Friedhof,Breitenlee Friedhof,N24,164,12,
OEFFHALTESTOGD.486994,486994,POINT (16.489095341695933 48.25132477616203),"Breitenlee, Ziegelhofstraße","Breitenlee, Ziegelhofstraße",N24,1527,12,
OEFFHALTESTOGD.486995,486995,POINT (16.488346178624983 48.2513764368462),"Breitenlee, Ziegelhofstraße","Breitenlee, Ziegelhofstraße",N24,1527,12,
OEFFHALTESTOGD.486996,486996,POINT (16.483329502310998 48.25145808897229),Breitenleer Str./Spargelfeldstraße,Breitenleer Str./Spargelfeldstraße,N24,1279,12,
OEFFHALTESTOGD.486997,486997,POINT (16.484618874152297 48.25143769304968),"Breitenlee, Spargelfeldstraße","Breitenlee, Spargelfeldstraße",N24,1279,12,
OEFFHALTESTOGD.486998,486998,POINT (16.480282597511458 48.25144298875319),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,83,12,
OEFFHALTESTOGD.486999,486999,POINT (16.469298565421056 48.25160879837999),Gewerbepark Kagran,Gewerbepark Kagran,N24,1739,12,
OEFFHALTESTOGD.487000,487000,POINT (16.461060300717296 48.25178175629539),Ludwig-Reindl-Gasse,Ludwig-Reindl-Gasse,N24,1539,12,
OEFFHALTESTOGD.487001,487001,POINT (16.45455373051753 48.25017766968051),Markomannenstraße,Markomannenstraße,N24,839,12,
OEFFHALTESTOGD.487002,487002,POINT (16.44983142277499 48.248472486251934),Kraygasse,Kraygasse,N24,716,12,
OEFFHALTESTOGD.487003,487003,POINT (16.44875010162225 48.24871853931201),Kraygasse,Kraygasse,N24,716,12,
OEFFHALTESTOGD.487004,487004,POINT (16.29348601760591 48.25214634468287),Salmannsdorf,Salmannsdorf,N35,1142,12,
OEFFHALTESTOGD.487005,487005,POINT (16.29720967491378 48.25178242103642),Celtesgasse,Celtesgasse,N35,206,12,
OEFFHALTESTOGD.487006,487006,POINT (16.301723590876186 48.251036889001384),Neustift am Walde,Neustift am Walde,N35,931,12,
OEFFHALTESTOGD.487007,487007,POINT (16.382522482597764 48.14374553593307),Himberger Straße,Himberger Straße,N17,524,12,
OEFFHALTESTOGD.487008,487008,POINT (16.385762467851368 48.142132693441404),Weidelstraße,Weidelstraße,N17,1456,12,
OEFFHALTESTOGD.487009,487009,POINT (16.386141405244082 48.14198331106764),Weidelstraße,Weidelstraße,N17,1456,12,
OEFFHALTESTOGD.487010,487010,POINT (16.38235905524872 48.14956324711989),Stockholmer Platz,Stockholmer Platz,N17,1327,12,
OEFFHALTESTOGD.487011,487011,POINT (16.382448443057765 48.146643544162124),Neulaa,Neulaa,N17,1841,12,
OEFFHALTESTOGD.487012,487012,POINT (16.474485778307212 48.251702808328176),Tierquartier,Tierquartier,N24,1810,12,
OEFFHALTESTOGD.487013,487013,POINT (16.357787460825254 48.2329827788198),Spittelau,Spittelau,N35,1062,12,
OEFFHALTESTOGD.487014,487014,POINT (16.30342715785085 48.18786322792431),Hietzing,Hietzing,N54,520,12,
OEFFHALTESTOGD.487015,487015,POINT (16.282615893793533 48.18738082974384),"Unter St. Veit, Verbindungsbahn","Unter St. Veit, Verbindungsbahn",N54,1422,12,
OEFFHALTESTOGD.487016,487016,POINT (16.27762948299637 48.187561799704426),Preindlgasse,Preindlgasse,N54,1044,12,
OEFFHALTESTOGD.487017,487017,POINT (16.27358601410196 48.18770838779365),Rohrbacherstraße,Rohrbacherstraße,N54,1109,12,
OEFFHALTESTOGD.487018,487018,POINT (16.2679114729815 48.18794125214239),Wolfrathplatz,Wolfrathplatz,N54,1504,12,
OEFFHALTESTOGD.487019,487019,POINT (16.27638112084695 48.19212490713508),Ober Sankt Veit,Ober Sankt Veit,N54,956,12,
OEFFHALTESTOGD.487020,487020,POINT (16.281630129540424 48.19168895442721),Mantlergasse,Mantlergasse,N54,1729,12,
OEFFHALTESTOGD.487021,487021,POINT (16.33818293701667 48.1967428357629),Westbahnhof,Westbahnhof,N54,1468,12,
OEFFHALTESTOGD.487022,487022,POINT (16.476029090654603 48.25158718123338),Tierquartier,Tierquartier,N24,964,12,
OEFFHALTESTOGD.487023,487023,POINT (16.37346099207571 48.17541266953946),Quellenplatz,Quellenplatz,N68,1058,12,
OEFFHALTESTOGD.487024,487024,POINT (16.37706751530983 48.175395017437026),Reumannplatz U,Reumannplatz U,N68,1095,12,
OEFFHALTESTOGD.487025,487025,POINT (16.37760420535402 48.17314440589526),Reumannplatz,Reumannplatz,N68,1095,12,
OEFFHALTESTOGD.487026,487026,POINT (16.38067683951651 48.17310158418796),Waldgasse,Waldgasse,N68,1441,12,
OEFFHALTESTOGD.487027,487027,POINT (16.384616530805626 48.16940487598351),Eisenstadtplatz,Eisenstadtplatz,N68,272,12,
OEFFHALTESTOGD.487028,487028,POINT (16.38731436288454 48.167130629013904),Absbergbrücke,Absbergbrücke,N68,1787,12,
OEFFHALTESTOGD.487029,487029,POINT (16.38623081922081 48.16792051524178),Absbergbrücke,Absbergbrücke,N68,1787,12,
OEFFHALTESTOGD.487030,487030,POINT (16.390953946771504 48.16459674801193),Urselbrunnengasse,Urselbrunnengasse,N68,1414,12,
OEFFHALTESTOGD.487031,487031,POINT (16.390258500251235 48.16510813557262),Urselbrunnengasse,Urselbrunnengasse,N68,1414,12,
OEFFHALTESTOGD.487032,487032,POINT (16.392343793031472 48.1593193808832),Theodor-Sickel-Gasse,Theodor-Sickel-Gasse,N68,1377,12,
OEFFHALTESTOGD.487033,487033,POINT (16.394335718436718 48.15645005767345),Siedlung Südost,Siedlung Südost,N68,1245,12,
OEFFHALTESTOGD.487034,487034,POINT (16.396179837992186 48.15476929953174),Kronawettergasse,Kronawettergasse,N68,721,12,
OEFFHALTESTOGD.487035,487035,POINT (16.395949364388986 48.155336550025424),Kronawettergasse,Kronawettergasse,N68,721,12,
OEFFHALTESTOGD.487036,487036,POINT (16.396800362492193 48.152810420560186),Filmteichstraße,Filmteichstraße,N68,315,12,
OEFFHALTESTOGD.487037,487037,POINT (16.396810647919178 48.15227789799725),Filmteichstraße,Filmteichstraße,N68,315,12,
OEFFHALTESTOGD.487038,487038,POINT (16.396538793377218 48.149335298696556),Gartenschaugasse,Gartenschaugasse,N68,2954,12,
OEFFHALTESTOGD.487039,487039,POINT (16.396846174297874 48.14863268253532),Gartenschaugasse,Gartenschaugasse,N68,2954,12,
OEFFHALTESTOGD.487040,487040,POINT (16.39736608759411 48.14677662262946),Bergtaidingweg,Bergtaidingweg,N68,177,12,
OEFFHALTESTOGD.487041,487041,POINT (16.39835643285021 48.14295327514158),Oberlaa,Oberlaa,N68,731,12,
OEFFHALTESTOGD.487042,487042,POINT (16.485962119063196 48.21758688425257),Siegesplatz,Siegesplatz,N91,1247,12,
OEFFHALTESTOGD.487043,487043,POINT (16.485475739483594 48.217648366011176),Siegesplatz,Siegesplatz,N91,1247,12,
OEFFHALTESTOGD.487044,487044,POINT (16.415470765758688 48.23264339642375),Kaisermühlen-VIC,Kaisermühlen-VIC,N90,641,12,
OEFFHALTESTOGD.487045,487045,POINT (16.41728903985259 48.230781490712474),Schüttaustraße,Schüttaustraße,N90,1205,12,
OEFFHALTESTOGD.487046,487046,POINT (16.419026797190796 48.22950302967129),Goethehof,Goethehof,N90,411,12,
OEFFHALTESTOGD.487047,487047,POINT (16.420371003577504 48.228482800713905),Schödlbergergasse,Schödlbergergasse,N90,1209,12,
OEFFHALTESTOGD.487048,487048,POINT (16.42283917896154 48.22661755344102),Schüttauplatz,Schüttauplatz,N90,1204,12,
OEFFHALTESTOGD.487049,487049,POINT (16.423428016997512 48.226180279744064),Schüttauplatz,Schüttauplatz,N90,1204,12,
OEFFHALTESTOGD.487050,487050,POINT (16.424158053609354 48.22564908698061),Mendelssohngasse,Mendelssohngasse,N90,884,12,
OEFFHALTESTOGD.487051,487051,POINT (16.42534845037075 48.222149348466985),Harrachgasse,Harrachgasse,N90,475,12,
OEFFHALTESTOGD.487052,487052,POINT (16.428037500140086 48.2201528712509),Neue Donau Mitte,Neue Donau Mitte,N90,917,12,
OEFFHALTESTOGD.487053,487053,POINT (16.428453366837726 48.21984502630465),Neue Donau Mitte,Neue Donau Mitte,N90,917,12,
OEFFHALTESTOGD.487054,487054,POINT (16.43167755617344 48.21749536178253),Dampfschiffhaufen,Dampfschiffhaufen,N90,221,12,
OEFFHALTESTOGD.487055,487055,POINT (16.432599927186697 48.216841020138325),Dampfschiffhaufen,Dampfschiffhaufen,N90,221,12,
OEFFHALTESTOGD.487056,487056,POINT (16.439975744232665 48.212206258393906),Donaustadtbrücke,Donaustadtbrücke,"N90, N91",290,12,
OEFFHALTESTOGD.487057,487057,POINT (16.44132308315571 48.2133838523559),Kaisermühlenstraße,Kaisermühlenstraße,N91,642,12,
OEFFHALTESTOGD.487058,487058,POINT (16.44501259634687 48.21438034938089),Mühlwasserstraße,Mühlwasserstraße,N91,904,12,
OEFFHALTESTOGD.487059,487059,POINT (16.451165613961372 48.213213890560034),Franz-Pletersky-Weg,Franz-Pletersky-Weg,N91,347,12,
OEFFHALTESTOGD.487060,487060,POINT (16.450396380409558 48.21329588524829),Franz-Pletersky-Weg,Franz-Pletersky-Weg,N91,347,12,
OEFFHALTESTOGD.487061,487061,POINT (16.45561240686103 48.212723231625304),Kanalstraße,Kanalstraße,N91,649,12,
OEFFHALTESTOGD.487062,487062,POINT (16.456007325529196 48.21239356454985),Kanalstraße,Kanalstraße,N91,649,12,
OEFFHALTESTOGD.487063,487063,POINT (16.454911011553538 48.20855184275443),Zillbauerplatz,Zillbauerplatz,N91,1163,12,
OEFFHALTESTOGD.487064,487064,POINT (16.45465843374995 48.207940796382466),Zillbauerplatz,Zillbauerplatz,N91,1163,12,
OEFFHALTESTOGD.487065,487065,POINT (16.453995398040306 48.20551189112294),Schillwasserweg,Schillwasserweg,N91,1164,12,
OEFFHALTESTOGD.487066,487066,POINT (16.452711864170574 48.20573215969095),Schillwasserweg,Schillwasserweg,N91,1164,12,
OEFFHALTESTOGD.487067,487067,POINT (16.455780864129743 48.20497855343014),Otto-Weber-Gasse,Otto-Weber-Gasse,N91,1663,12,
OEFFHALTESTOGD.487068,487068,POINT (16.458737399756508 48.204447273430944),Rallenweg,Rallenweg,N91,1067,12,
OEFFHALTESTOGD.487069,487069,POINT (16.46446227451585 48.20287212713853),Husarenweg,Husarenweg,N91,559,12,
OEFFHALTESTOGD.487070,487070,POINT (16.46533221981279 48.20240681428349),Husarenweg,Husarenweg,N91,559,12,
OEFFHALTESTOGD.487071,487071,POINT (16.470036207130466 48.19960032628486),Naufahrtbrücke,Naufahrtbrücke,N91,912,12,
OEFFHALTESTOGD.487072,487072,POINT (16.473141739909416 48.20202889719881),Großer Biberhaufen,Großer Biberhaufen,N91,430,12,
OEFFHALTESTOGD.487073,487073,POINT (16.47563100270609 48.20400860884717),Mühlwasser,Mühlwasser,N91,903,12,
OEFFHALTESTOGD.487074,487074,POINT (16.476948583423056 48.20748870854533),Brockhausengasse,Brockhausengasse,N91,171,12,
OEFFHALTESTOGD.487075,487075,POINT (16.47878211866266 48.21133988940835),Plattensteinergasse,Plattensteinergasse,N91,1024,12,
OEFFHALTESTOGD.487076,487076,POINT (16.480886059554827 48.21373960481353),Aspern Sportplatz,Aspern Sportplatz,N91,1788,12,
OEFFHALTESTOGD.487077,487077,POINT (16.48053223998072 48.213532040302255),Aspern Sportplatz,Aspern Sportplatz,N91,1788,12,
OEFFHALTESTOGD.487078,487078,POINT (16.483084726107737 48.216628615168254),Asperner Heldenplatz,Asperner Heldenplatz,N91,89,12,
